ko	sample_0	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24
K19172	77.0	5.0	330.0	138.0	17.0	237.0	3.0	7.0	4.0	66.0	19.0	268.0	64.0	353.0	216.0	7.0	16.0	14.0	21.0	277.0	392.0	355.0	225.0	48.0	39.0
K19221	9.0	10.0	2.0	3.0	14.0	6.0	17.0	9.0	4.0	10.0	1.0	3.0	1.0		6.0		3.0	7.0		2.0	1.0	1.0	4.0	12.0	2.0
K19342	1.0			2.0				3.0	1.0			1.0			3.0		3.0			2.0			2.0	2.0	
K19713	117.0	143.0	1.0	7.0	113.0	32.0	183.0	1.0	19.0	98.0	13.0	17.0			25.0	4.0	2.0	39.0	7.0	5.0			22.0	67.0	17.0
K19804	8.0	3.0	5.0	16.0	4.0	2.0		8.0	18.0	6.0	8.0	6.0	16.0	2.0	5.0	13.0	9.0	15.0	12.0	8.0		3.0	13.0	6.0	19.0
K20881	26.0	25.0	4.0	10.0	30.0	10.0	32.0	29.0	22.0	30.0	11.0	6.0	7.0	1.0	16.0	5.0	14.0	18.0	2.0	7.0	1.0		12.0	30.0	18.0
K20920	4.0	2.0	1.0	2.0	1.0			1.0	2.0	1.0	11.0		6.0			6.0	4.0	7.0	2.0	1.0		1.0	1.0	1.0	7.0
K20976	12.0	15.0	2.0	7.0	15.0	5.0	14.0	1.0	18.0	16.0	9.0	3.0	14.0	6.0	2.0	7.0	4.0	11.0	17.0	8.0		2.0	5.0	5.0	17.0
K20978	55.0	57.0	2.0	10.0	81.0	11.0	102.0	3.0	19.0	62.0	30.0	3.0	21.0	3.0	12.0	10.0	4.0	30.0	17.0	5.0		4.0	24.0	29.0	32.0
K21014	10.0	6.0	8.0	13.0	8.0	4.0		1.0	18.0	11.0	22.0	4.0	35.0	1.0	1.0	26.0	13.0	22.0	20.0	5.0		3.0	6.0	5.0	28.0
K21310	8.0	1.0	50.0	17.0	6.0	28.0	1.0	2.0	2.0	11.0	4.0	54.0	15.0	59.0	28.0			1.0	2.0	36.0	64.0	43.0	40.0	2.0	1.0
K21470	103.0	97.0	62.0	189.0	98.0	72.0	2.0	13.0	302.0	116.0	341.0	29.0	321.0	60.0	12.0	212.0	142.0	226.0	292.0	91.0		23.0	112.0	31.0	402.0
K21600	4.0	1.0	17.0	6.0	1.0	22.0				2.0	2.0	21.0	4.0	26.0	16.0	1.0				13.0	25.0	28.0	4.0	1.0	4.0
K21929	160.0	104.0	434.0	251.0	30.0	479.0	18.0	190.0	86.0	115.0	404.0	432.0	347.0	505.0	310.0	1160.0	50.0	159.0	670.0	551.0	659.0	587.0	339.0	169.0	306.0
K22042	8.0	4.0	5.0	22.0	11.0	10.0		25.0	21.0	6.0	21.0	8.0	21.0	2.0	14.0	11.0	31.0	19.0	18.0	14.0	1.0		9.0	18.0	26.0
K22074	4.0	4.0	16.0	10.0	4.0	15.0		6.0		1.0	16.0	16.0	4.0	12.0	14.0	35.0	1.0	4.0	14.0	13.0	13.0	18.0	17.0	4.0	13.0
K22105	34.0	41.0	42.0	125.0	39.0	42.0		170.0	165.0	46.0	123.0	39.0	129.0	28.0	79.0	77.0	193.0	136.0	129.0	63.0	4.0	26.0	59.0	115.0	123.0
K22225	1.0		3.0	7.0	1.0	3.0		22.0	7.0	1.0		3.0			7.0		16.0	3.0		2.0		2.0	6.0	14.0	
K22278	20.0	8.0	101.0	39.0	6.0	83.0	2.0	41.0	27.0	19.0	11.0	86.0	34.0	84.0	62.0	6.0	35.0	24.0	20.0	78.0	109.0	93.0	57.0	27.0	16.0
K22450	5.0	3.0	24.0	13.0	1.0	27.0		4.0	5.0	6.0	8.0	33.0	20.0	42.0	22.0	35.0	5.0	3.0	18.0	40.0	47.0	38.0	23.0	6.0	7.0
K22452	41.0	27.0	58.0	95.0	39.0	39.0	1.0	121.0	113.0	49.0	105.0	51.0	143.0	38.0	65.0	57.0	139.0	96.0	96.0	43.0	24.0	22.0	93.0	68.0	113.0
K22736	939.0	1062.0		24.0	1119.0	277.0	1471.0	23.0	252.0	863.0	119.0	108.0	2.0	12.0	150.0	61.0	11.0	326.0	63.0	28.0	3.0	6.0	212.0	529.0	198.0
K22900	13.0	12.0	23.0	42.0	12.0	16.0		68.0	60.0	27.0	43.0	26.0	41.0	7.0	32.0	22.0	68.0	57.0	46.0	18.0	4.0	9.0	30.0	48.0	36.0
K23242	125.0	69.0	97.0	271.0	136.0	64.0	2.0	200.0	369.0	148.0	357.0	55.0	349.0	79.0	97.0	198.0	293.0	284.0	323.0	122.0	3.0	52.0	155.0	136.0	357.0
K23262	199.0	22.0	785.0	283.0	42.0	614.0	9.0	12.0	5.0	139.0	45.0	765.0	189.0	948.0	515.0	12.0	35.0	29.0	69.0	576.0	910.0	944.0	461.0	66.0	55.0
K23264	32.0	36.0	150.0	77.0	8.0	148.0	2.0	49.0	21.0	34.0	124.0	171.0	89.0	172.0	95.0	284.0	14.0	41.0	185.0	147.0	239.0	159.0	97.0	42.0	82.0
K23541	34.0	27.0	102.0	74.0	7.0	109.0		42.0	30.0	26.0	154.0	91.0	105.0	121.0	83.0	364.0	11.0	46.0	208.0	156.0	165.0	158.0	88.0	40.0	68.0
K23779	2.0	5.0	3.0	12.0	5.0	1.0			11.0	10.0	14.0		20.0	7.0		5.0	4.0	19.0	15.0	5.0		1.0	3.0	3.0	11.0
K23886	21.0	12.0	110.0	186.0	19.0	64.0		544.0	179.0	19.0	17.0	88.0	67.0	3.0	212.0	4.0	428.0	185.0	25.0	77.0	9.0	35.0	97.0	270.0	4.0
K23976	4.0	1.0	14.0	7.0		13.0				3.0	1.0	12.0	2.0	15.0	11.0				2.0	6.0	11.0	7.0	7.0	1.0	2.0
K24843	9.0		36.0	69.0	4.0	29.0		172.0	78.0	8.0	3.0	32.0	21.0		85.0		164.0	64.0	9.0	32.0	5.0	16.0	42.0	105.0	1.0
K00126		2.0	7.0	13.0	2.0	7.0		44.0	13.0	1.0		3.0	3.0		14.0		30.0	7.0	3.0	6.0			10.0	20.0	
K00215		1.0																							
K01523		1.0																							
K02224		1.0	7.0	1.0	1.0	5.0		4.0	1.0	2.0		3.0	3.0	4.0	2.0	2.0	1.0	1.0	2.0	5.0	3.0	9.0	2.0	1.0	1.0
K02409		2.0			2.0		3.0		2.0	3.0													1.0		
K03271		4.0	1.0	4.0	4.0		1.0		4.0	2.0	3.0	2.0				1.0		2.0	7.0	2.0				2.0	3.0
K03975		3.0	1.0	2.0		3.0		4.0	1.0	1.0	1.0		3.0		1.0	18.0		3.0	7.0	3.0	2.0		1.0	1.0	1.0
K03979		3.0	1.0	3.0	3.0	1.0	1.0		3.0		1.0	3.0	3.0	1.0	2.0	1.0	3.0	2.0	4.0	1.0	1.0	1.0	2.0	1.0	4.0
K04337		1.0		1.0		1.0		1.0		1.0								2.0					1.0		3.0
K04757		2.0	8.0	6.0		9.0		1.0	2.0	1.0	9.0	6.0	10.0	13.0	9.0	22.0		5.0	12.0	16.0	17.0	12.0	6.0	4.0	5.0
K06080		1.0	1.0			2.0		7.0	1.0			1.0			2.0		6.0	1.0		2.0	1.0	1.0		5.0	
K06152		1.0	3.0	3.0		1.0		15.0	1.0			2.0	3.0		4.0		11.0	4.0		1.0		1.0	1.0	6.0	
K06934		14.0		15.0	1.0	35.0		44.0	17.0	5.0	140.0		46.0		19.0	306.0	4.0	41.0	163.0	65.0	36.0	19.0	26.0	24.0	72.0
K06999		1.0				1.0			4.0		2.0		1.0				2.0		1.0	1.0		1.0			1.0
K07023		1.0	1.0		3.0			1.0	4.0	2.0	2.0	2.0	4.0	1.0		3.0	2.0	1.0	3.0	1.0			2.0		3.0
K07182		1.0	2.0	4.0		2.0		9.0				1.0			3.0		5.0	2.0		2.0			1.0	5.0	
K07265		1.0																							
K09012		1.0	2.0	2.0		5.0				2.0		4.0	1.0	9.0	1.0		1.0	1.0		6.0	7.0	12.0	6.0	2.0	
K12073		1.0	6.0	4.0		11.0	1.0					9.0	2.0	16.0	4.0		1.0	1.0		6.0	13.0	14.0	5.0	3.0	
K12574		3.0	1.0	2.0		8.0		1.0		2.0	4.0	2.0	4.0	1.0	1.0	9.0	2.0		3.0	5.0	5.0	7.0	2.0	2.0	2.0
K16868		1.0		1.0	1.0			4.0				1.0					2.0			1.0		1.0		1.0	
K21394		1.0	1.0	4.0	1.0	1.0		1.0	2.0	1.0	5.0	2.0	4.0	1.0	1.0	1.0	3.0	1.0	5.0	1.0			2.0	1.0	5.0
K00940			1.0			1.0				1.0	2.0	3.0	2.0	3.0	1.0	6.0		1.0	3.0	1.0	1.0	8.0	2.0		
K00957			1.0			1.0		4.0	2.0	2.0	4.0		1.0		2.0	1.0	3.0		1.0	1.0		1.0	2.0		
K01057			2.0			1.0						1.0									2.0		1.0		
K01113			1.0										2.0						1.0						2.0
K01160			26.0	5.0		19.0		1.0		2.0	2.0	15.0	1.0	17.0	11.0	1.0		1.0	1.0	11.0	29.0	18.0	8.0	1.0	5.0
K01493			3.0	1.0		3.0						2.0		6.0					1.0	1.0		6.0	1.0		
K01887			2.0	1.0		2.0						2.0	1.0		3.0	1.0		1.0		3.0	5.0		2.0		1.0
K02189			2.0	1.0								3.0	1.0	2.0	1.0	1.0	1.0				2.0	2.0	3.0		
K02593			4.0	1.0		3.0				2.0		4.0	1.0	8.0	4.0					10.0	10.0	3.0	6.0		
K02655			3.0	7.0				13.0	1.0			1.0			5.0		5.0	1.0					4.0	10.0	
K02663			1.0			1.0			1.0	1.0	1.0		1.0			1.0			1.0						1.0
K02784			2.0	2.0					3.0	3.0	4.0		3.0	1.0			1.0	2.0	3.0						4.0
K03151			1.0	1.0				1.0										1.0							
K03187			2.0												1.0					2.0	2.0	1.0			
K03188			4.0	5.0	1.0	8.0				1.0		3.0	2.0	8.0	3.0				1.0	4.0	4.0	1.0	1.0	2.0	1.0
K03315			1.0	4.0				2.0	3.0	1.0	3.0		5.0		1.0	2.0	2.0	1.0	2.0	2.0					3.0
K03629			2.0	2.0		1.0														1.0	1.0	1.0	1.0		
K04075			1.0					1.0			1.0		1.0		1.0		2.0	1.0		1.0			1.0		
K05580			9.0	3.0	2.0	4.0		1.0	1.0		6.0	4.0	5.0	5.0	3.0	16.0	1.0	4.0	9.0	5.0	6.0	7.0	5.0	1.0	3.0
K06202			5.0	8.0	1.0	3.0		19.0	2.0	3.0		3.0	4.0		8.0		17.0	9.0	2.0	3.0	1.0	2.0	2.0	13.0	
K06967			4.0	8.0	1.0	5.0		32.0	3.0	1.0		5.0	3.0	1.0	12.0		21.0	9.0	3.0	5.0		3.0	6.0	17.0	
K07032			4.0	10.0	3.0	2.0		23.0	8.0	1.0	1.0	5.0	3.0		10.0		14.0	4.0	1.0	2.0		2.0	2.0	17.0	
K07066			6.0	3.0		1.0				1.0	1.0	6.0		5.0	2.0		1.0			1.0	5.0	3.0	3.0		
K07284			1.0	2.0	1.0	2.0				1.0	2.0		1.0			1.0		2.0	1.0				2.0	1.0	1.0
K07443			3.0	5.0				13.0	1.0		2.0		2.0	1.0	6.0	1.0	4.0	5.0	1.0	1.0	1.0			4.0	2.0
K08480			1.0			3.0				2.0		6.0		2.0	1.0			1.0		3.0	1.0	2.0	2.0		
K08697			1.0	2.0		3.0		1.0				1.0		1.0					1.0	2.0	1.0	4.0	3.0		
K08700			1.0			1.0						2.0										1.0			
K09138			4.0			2.0		1.0	1.0			2.0	1.0	3.0	1.0			1.0		4.0	3.0	2.0			
K11179			2.0	3.0	1.0	1.0			3.0	2.0	5.0		9.0			1.0	3.0	2.0	3.0				3.0		3.0
K18691			3.0	4.0	2.0	2.0		13.0	3.0	2.0	2.0		2.0		2.0	2.0	4.0	1.0	1.0	1.0		1.0	2.0	2.0	
K18843			1.0	6.0	1.0			16.0	6.0	1.0		2.0	1.0		2.0		7.0	3.0	2.0	3.0			5.0	6.0	
K19344			3.0	12.0		4.0		25.0	8.0	1.0	2.0	8.0	3.0		11.0		9.0	7.0	1.0	6.0	1.0		7.0	12.0	
K21908			5.0	13.0		5.0		26.0	7.0		2.0	3.0	1.0		11.0		23.0	11.0		9.0	3.0	5.0	3.0	7.0	
K22479			4.0	2.0				5.0	1.0		2.0	1.0			3.0		4.0	1.0		1.0				4.0	
K23504			1.0	1.0		2.0		1.0			1.0		1.0	1.0							1.0	2.0	1.0	1.0	
K23775			6.0	6.0	1.0	2.0		38.0	7.0	4.0	1.0	4.0	4.0	1.0	11.0	1.0	28.0	11.0	5.0	8.0	1.0		10.0	12.0	
K00997				1.0	2.0	1.0			1.0	1.0	1.0		3.0		2.0	2.0		2.0	1.0			1.0	4.0		
K02416				2.0				1.0		1.0							3.0		2.0	1.0	1.0			1.0	1.0
K03638				3.0		1.0			1.0		3.0		1.0	3.0			2.0	2.0		1.0			1.0		
K04033				1.0																					
K07043				1.0									1.0		2.0					1.0					
K07080				1.0										1.0							1.0				
K07235				1.0		1.0																		1.0	
K07253				1.0		1.0		1.0			1.0		1.0			3.0		1.0	1.0		1.0				1.0
K08485				2.0					2.0	1.0	3.0		2.0					1.0	1.0			1.0	1.0		4.0
K08682				2.0				1.0	2.0	1.0			3.0	1.0		1.0	2.0		2.0						3.0
K09895				1.0											1.0		1.0							1.0	
K10924				5.0	1.0			4.0	4.0			3.0			2.0	1.0	4.0	3.0	3.0	1.0			4.0		
K14056				1.0				1.0	1.0						2.0										
K14060				2.0		1.0			2.0		3.0		1.0			2.0				1.0			1.0		1.0
K21741				2.0	1.0			2.0	2.0	1.0	2.0		2.0	1.0		1.0	1.0	3.0	1.0	2.0				1.0	2.0
K22684				1.0		2.0						1.0		1.0	1.0				1.0		3.0	2.0	1.0		
K23239				1.0		1.0									1.0			1.0	1.0						
K23240				1.0															1.0						
K02428					1.0			1.0	1.0	1.0	1.0		2.0			2.0									
K04754					1.0		3.0		1.0	4.0	4.0		1.0			1.0	1.0	1.0	2.0				1.0	1.0	
K08722					1.0	2.0				1.0			1.0			1.0		2.0	1.0			1.0			2.0
K25307					3.0		2.0		2.0	2.0		1.0	3.0	1.0	1.0	1.0				1.0			1.0	1.0	1.0
K00703						1.0						2.0				4.0		2.0	2.0	1.0			1.0	1.0	
K03098						1.0								1.0								1.0		1.0	
K03631						1.0																1.0			
K06195						1.0			1.0		2.0					1.0		2.0	1.0						1.0
K21449							1.0																		
K07213								3.0	3.0		2.0	1.0			3.0		2.0	1.0		1.0		1.0	1.0	2.0	
K09912								1.0																	
K19166								1.0					1.0												
K11939									2.0																
K05576										1.0		1.0				2.0			1.0						
K06041										1.0															
K16347										1.0	1.0														
K00616												2.0							1.0		2.0	1.0			
K01429												1.0													
K02448												1.0													
K07220												1.0								1.0					
K19302												1.0							1.0						1.0
K00891														1.0											
K06946														1.0							1.0				
K04774															1.0										
K24288															1.0										
K01992																1.0									
K03640																1.0			1.0						
K06136																		1.0							
K09909																		1.0							
K07339																			1.0						
K01155																				1.0					
K01945																				1.0					1.0
K09921																				1.0					
K04655																						1.0			
K01496																							1.0		
K01834																							1.0		
K07800																							1.0		
K00800																								1.0	
